Name,Val,Emotion
花,0.12249443207126949,0.5178954034585873
云,0.14459482610930272,0.573248785676694
春,0.107760836045914,0.5031012637768569
日,0.1183827308548912,0.5025061168269587
月,0.12112386499914339,0.5399343369613988
山,0.13174575980812062,0.564215502074553
风,0.11632688024670207,0.5263047243050757
君,0.10347781394551996,0.5102497499674296
天,0.10399177659756724,0.5697608117728779
水,0.07692307692307693,0.5739679805814585
雨,0.08240534521158129,0.5359755107923089
空,0.09131403118040089,0.5014940754249492
心,0.07401062189480898,0.5034353241010118
生,0.07161212951858832,0.5111729574546204
老,0.1291759465478842,0.5372797296190908
梦,0.08960082234024327,0.4658552204911587
客,0.07401062189480898,0.46153505100412834
寒,0.07486722631488779,0.4777373019682926
秋,0.07503854719890354,0.49834038923644736
飞,0.07332533835874593,0.5184525195660359
犹,0.07812232311118725,0.45933432139416214
行,0.07041288333047799,0.5270471416518296
夜,0.06612986123008395,0.46066905575468653
莫,0.06938495802638342,0.5992553262985894
新,0.07092684598252527,0.5634161839129407
深,0.056878533493232825,0.5844343707826591
酒,0.1027925304094569,0.5285617764265705
愁,0.07229741305465136,0.36697740794072564
清,0.07109816686654104,0.6083190225981948
满,0.06270344354976871,0.5186914533196108
难,0.04574267603220833,0.5402800619258578
声,0.06253212266575296,0.5207993224025693
香,0.06750042830221004,0.5869729506363879
落,0.061675518245674146,0.48116728058055935
家,0.06338872708583176,0.5272786418347949
独,0.053452115812917596,0.5273879259278673
重,0.04934041459653932,0.5470135821090885
树,0.051053623436696935,0.5382190673923923
远,0.04505739249614528,0.513834319718292
处,0.06595854034606818,0.5345039626948602
问,0.05293815316087031,0.4811412150652113
烟,0.059962309405516535,0.5421612203159387
诗,0.06184683912968991,0.5494328299910926
闻,0.04180229569984581,0.48452835142498923
高,0.05893438410142196,0.5722982424731075
雪,0.05499400376905945,0.5200984000202413
醉,0.08720232996402262,0.5531984661207616
道,0.052766832276854546,0.5290119844618196
共,0.04060304951173548,0.575578647278288
书,0.047627205756381706,0.4808572664957145
思,0.03272228884701045,0.4171056066804158
笑,0.08154874079150248,0.5223339159209643
旧,0.03940380332362515,0.4951585796767783
路,0.04060304951173548,0.48958417548685906
初,0.04420078807606647,0.5946734449976987
留,0.0498543772485866,0.5451106992874305
吹,0.03837587801953058,0.5151186591954802
坐,0.05259551139283879,0.5382620623437643
红,0.03923248243960939,0.5445764021547127
真,0.05310947404488607,0.5745510212444848
