Name,Val,Emotion
花,0.009601706970128023,0.5749910994413296
云,0.112375533428165,0.5799088408796823
春,0.032005689900426744,0.5650577831685337
日,0.11130867709815079,0.5148915562339739
月,0.04836415362731152,0.4936459464179958
山,0.031294452347083924,0.5553745021780688
风,0.09779516358463727,0.5597251904875087
君,0.07290184921763869,0.4953604622357595
天,0.11522048364153627,0.5965593534455762
水,0.031294452347083924,0.5103237582747236
雨,0.025248933143669987,0.5552099098354717
空,0.028805120910384067,0.4851392999567472
心,0.13620199146514936,0.5074806507670119
生,0.10312944523470839,0.5026529724465677
老,0.021337126600284494,0.5349803550680835
梦,0.004978662873399715,0.5069211779627949
客,0.02667140825035562,0.472044518524371
寒,0.029160739687055477,0.4106446208267543
秋,0.02809388335704125,0.44793458329725266
飞,0.08926031294452347,0.5479822619395097
犹,0.02667140825035562,0.5630463582426789
行,0.08499288762446658,0.47875032507650817
夜,0.027738264580369845,0.41884530870999326
莫,0.039473684210526314,0.5063492816178802
新,0.025960170697012803,0.5731423329043686
深,0.032361308677098154,0.46576067950685945
酒,0.033072546230440966,0.6302408881032547
愁,0.019203413940256046,0.2303504643945804
清,0.077524893314367,0.6373963367689474
满,0.010668563300142247,0.555678881451489
难,0.06756756756756757,0.46267158695541666
声,0.039473684210526314,0.6112255555220464
香,0.00604551920341394,0.6171046932779005
落,0.025960170697012803,0.466544072264414
家,0.02240398293029872,0.5192709435054809
独,0.06472261735419631,0.4355974594783038
重,0.04658605974395448,0.5805057550125639
树,0.02240398293029872,0.5431436367822194
远,0.06578947368421052,0.47421817023591406
处,0.027738264580369845,0.461961164076255
问,0.02418207681365576,0.5053506623873162
烟,0.014935988620199146,0.6778768059002394
诗,0.016714082503556188,0.5536063750018294
闻,0.032716927453769556,0.4575152532995092
高,0.051920341394025606,0.5502418279429178
雪,0.008179231863442389,0.4850560901411328
醉,0.006756756756756757,0.5376909227856422
道,0.05796586059743954,0.6352126833177102
共,0.022048364153627313,0.6270080082618382
书,0.014935988620199146,0.5260337428890604
思,0.11735419630156473,0.4224290523607365
笑,0.007467994310099573,0.523804371323957
旧,0.018847795163584636,0.46014796363525506
路,0.044096728307254626,0.46558204190523816
初,0.02240398293029872,0.5045857289567292
留,0.01422475106685633,0.4997457614902692
吹,0.019203413940256046,0.5450978458443635
坐,0.033783783783783786,0.5805756282457474
红,0.00604551920341394,0.4798710357780302
真,0.02382645803698435,0.6803325007095155
