Name,Val,Emotion
花,0.07645631067961164,0.6103661366150012
云,0.10436893203883495,0.6091133391359299
春,0.046723300970873786,0.6004646404240003
日,0.09283980582524272,0.5509903771830493
月,0.06674757281553398,0.5244978796543163
山,0.05157766990291262,0.5816141950724231
风,0.11225728155339806,0.6015022908563418
君,0.03944174757281554,0.45178987137607324
天,0.10012135922330097,0.6697697617872254
水,0.05339805825242718,0.5843038874537714
雨,0.01820388349514563,0.6619246666128414
空,0.06856796116504854,0.4987017112862304
心,0.07160194174757281,0.5449915880699134
生,0.08434466019417476,0.6079411391266489
老,0.011529126213592233,0.5438273607612834
梦,0.00849514563106796,0.48283428919967264
客,0.02669902912621359,0.4552516935323183
寒,0.04975728155339806,0.5030808989429925
秋,0.04429611650485437,0.48243629205365957
飞,0.10558252427184465,0.5441992158909246
犹,0.0412621359223301,0.5330666065199546
行,0.06492718446601942,0.5605280464449901
夜,0.04611650485436893,0.4918688281606209
莫,0.027305825242718445,0.6294865473901154
新,0.041868932038834954,0.6139604608762532
深,0.04611650485436893,0.6917196867868299
酒,0.03155339805825243,0.485872821659876
愁,0.025485436893203883,0.3412710405505937
清,0.0491504854368932,0.6895938182074676
满,0.03155339805825243,0.5349449675847692
难,0.05521844660194175,0.49617963912321134
声,0.05279126213592233,0.5768026681081392
香,0.02912621359223301,0.6713912902174916
落,0.07766990291262135,0.5135856303982684
家,0.026092233009708737,0.5745941764873576
独,0.04308252427184466,0.4692922174021323
重,0.055825242718446605,0.6344226431677384
树,0.05825242718446602,0.6235319545097731
远,0.06310679611650485,0.5854327451366569
处,0.03398058252427184,0.5930015233861923
问,0.017597087378640776,0.580507148305575
烟,0.03640776699029126,0.6608221934071653
诗,0.0054611650485436895,0.5891638525104099
闻,0.0345873786407767,0.4313952723681443
高,0.05157766990291262,0.6173222718307798
雪,0.02063106796116505,0.5057104795667893
醉,0.016383495145631068,0.632154628686193
道,0.0770631067961165,0.6210145624288169
共,0.046723300970873786,0.5649356860113739
书,0.03762135922330097,0.4982197699022025
思,0.04550970873786408,0.4446532500718491
笑,0.013956310679611651,0.5384614690092349
旧,0.02366504854368932,0.5645194483611424
路,0.047936893203883495,0.519580350654972
初,0.04611650485436893,0.6058525519158616
留,0.024271844660194174,0.6644670016756908
吹,0.032766990291262135,0.47303947226250515
坐,0.02487864077669903,0.5784490958484624
红,0.013349514563106795,0.5923438253731002
真,0.021844660194174758,0.7430307110444119
