Name,Val,Emotion
花,0.14348852177644283,0.5014865685635669
云,0.1470745088423698,0.5527002131175816
春,0.11790235081374321,0.4823970101274414
日,0.1157078493272443,0.48593616708554943
月,0.12303920066202838,0.486616234598786
山,0.11122076807552027,0.5635852476410873
风,0.12444294602629724,0.49536439965578594
君,0.09045269255524566,0.4566131696717984
天,0.1214944677720906,0.5032759202470458
水,0.09785760259907439,0.5587130777334561
雨,0.10297606277009838,0.47639431621276607
空,0.10201366966009746,0.47561043610281134
心,0.08969871578753792,0.4544098886270399
生,0.08987648266772919,0.4926954668829737
老,0.06995433230146811,0.49425018966962087
梦,0.10376068899990805,0.3912279662373835
客,0.0693965120912128,0.4660674899649367
寒,0.08435957948937996,0.43878485381056054
秋,0.08956998804670978,0.4876969433649346
飞,0.07943114598338799,0.5040380618621968
犹,0.08098813865816655,0.45475447743368763
行,0.0713887271278389,0.5034748456658338
夜,0.06921874521102155,0.42015870795147653
莫,0.06113954700095013,0.517281348961388
新,0.07140711680510008,0.551868065141987
深,0.06782725963159346,0.5043284736522001
酒,0.06887547123547982,0.4803624538718167
愁,0.10163361633003341,0.3244908546898761
清,0.07116805100070493,0.5926017735677284
满,0.058957305299291995,0.4898012823097154
难,0.09769209550372392,0.39100192687446356
声,0.07851779201275018,0.48400327718607006
香,0.07728568363625218,0.5494902277195147
落,0.06235326570018696,0.46590320330256474
家,0.05385110491310877,0.5047094408440809
独,0.05801330186655224,0.4832956049715073
重,0.07955987372421613,0.48628168376439507
树,0.06576761577834309,0.5367360406058187
远,0.06459680632604897,0.5120078462912792
处,0.06004842615012106,0.49160772118855794
问,0.06419836331872375,0.47303420962234427
烟,0.0877126306433322,0.537643929396629
诗,0.04874490452692555,0.571663863428
闻,0.061292794311459835,0.45581598919624444
高,0.054249547920433995,0.5546785001831528
雪,0.047034664541637294,0.5125186692292301
醉,0.044147485211634536,0.496743498101653
道,0.04393906886934134,0.5031959296444245
共,0.04931498452202164,0.5134476300938143
书,0.04900236000858185,0.5002408292026455
思,0.05188340944616422,0.3675031902346144
笑,0.049670518282404146,0.5108247792767013
旧,0.053268765133171914,0.43797397963026635
路,0.04389615962239863,0.47256720840824584
初,0.05369172771017869,0.5241323276134047
留,0.056486958653875624,0.5253286063761694
吹,0.05822171820884543,0.46173064877358744
坐,0.04631133723603151,0.5204760564297483
红,0.06819505317681675,0.5068044329776379
真,0.04613970024826064,0.5606260718048582
