Name,Val,Emotion
花,0.3333333333333333,-1
云,0.6666666666666666,0.9149413108825684
春,0.3333333333333333,-1
日,0.3333333333333333,-1
月,0.3333333333333333,-1
山,0.3333333333333333,0.9149413108825684
风,0.3333333333333333,-1
君,0.3333333333333333,-1
天,1.6666666666666667,0.9503573775291443
水,0.3333333333333333,0.9149413108825684
雨,0.3333333333333333,-1
空,0.3333333333333333,-1
心,0.3333333333333333,-1
生,0.3333333333333333,-1
老,0.3333333333333333,-1
梦,0.3333333333333333,-1
客,0.3333333333333333,-1
寒,0.3333333333333333,-1
秋,0.3333333333333333,-1
飞,0.3333333333333333,-1
犹,0.3333333333333333,-1
行,0.3333333333333333,-1
夜,0.3333333333333333,-1
莫,0.3333333333333333,-1
新,0.3333333333333333,-1
深,0.3333333333333333,0.9857734441757202
酒,0.3333333333333333,-1
愁,0.3333333333333333,-1
清,0.3333333333333333,0.9795258045196533
满,0.3333333333333333,-1
难,0.3333333333333333,-1
声,0.3333333333333333,0.9857734441757202
香,0.3333333333333333,-1
落,0.3333333333333333,-1
家,0.3333333333333333,-1
独,0.3333333333333333,-1
重,0.3333333333333333,-1
树,0.3333333333333333,-1
远,0.3333333333333333,-1
处,0.3333333333333333,-1
问,0.3333333333333333,-1
烟,0.3333333333333333,-1
诗,0.3333333333333333,-1
闻,0.3333333333333333,-1
高,0.3333333333333333,-1
雪,0.3333333333333333,-1
醉,0.3333333333333333,-1
道,0.3333333333333333,0.9857734441757202
共,0.3333333333333333,-1
书,0.3333333333333333,-1
思,0.3333333333333333,-1
笑,0.3333333333333333,-1
旧,0.3333333333333333,-1
路,0.3333333333333333,-1
初,0.3333333333333333,0.9795258045196533
留,0.3333333333333333,-1
吹,0.3333333333333333,-1
坐,0.3333333333333333,-1
红,0.3333333333333333,-1
真,0.3333333333333333,-1
